CropType,Location,LandType,LandSize,Income,LoanName
Beekeeping,Chamarajanagar,Forest edge,0.85,61411,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.48,52664,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.76,53096,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.0,51167,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.83,69365,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,1.94,67979,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,1.41,67007,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.61,50517,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,0.75,58219,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.09,64178,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.92,64440,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,0.85,66974,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,1.84,69722,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.67,63030,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,1.71,61280,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,1.32,50388,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.29,63220,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.69,56156,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.63,61611,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.65,61536,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,1.5,61287,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.8,61605,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.34,63004,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.85,64268,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,1.37,50239,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.83,59710,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.65,51206,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,0.75,58219,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.94,61332,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.8,67603,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.15,66304,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,0.95,55558,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.68,56984,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.91,58599,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.96,61672,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,0.69,58715,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,1.59,56252,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.5,68476,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.42,68444,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,0.66,50739,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,0.69,58715,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,0.95,67481,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.62,57510,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.05,63231,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.87,64297,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,0.57,62665,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.83,59710,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.68,69142,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.05,55851,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.66,58391,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.02,58601,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,0.66,50739,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.22,65641,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.45,65929,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.62,57510,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.68,69142,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.17,65283,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.4,50681,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.27,69816,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.4,61785,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.38,62210,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.45,65929,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.75,52073,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.13,57283,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,0.64,66055,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,0.61,52003,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.96,61672,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,0.85,66974,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,1.07,50065,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.26,68243,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.28,69031,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.96,61672,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,1.33,63079,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.57,63808,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.6,54768,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,1.65,55669,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.66,66662,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.48,68492,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.71,51756,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.55,56127,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.58,60476,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.89,56581,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,0.85,63544,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.54,61789,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,0.9,57050,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.92,60270,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.34,63004,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,1.68,56984,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.62,69223,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.73,66539,Agri Clinic Loan
Beekeeping,Chamarajanagar,Dryland,0.66,50739,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,1.99,50256,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.89,56581,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.86,67529,Apiculture Loan
Beekeeping,Chamarajanagar,Dryland,1.96,53065,Apiculture Loan
Beekeeping,Chamarajanagar,Forest edge,0.73,66539,Agri Clinic Loan
Beekeeping,Chamarajanagar,Forest edge,0.56,59798,Apiculture Loan
Silk,Chikkaballapur,Dryland,2.89,73061,Agricultural Term Loan
Maize,Chikkaballapur,Dryland,3.94,30953,Farm Mechanization Loan
Groundnut,Chikkaballapur,Dryland,4.15,24060,Crop Loan
Maize,Chikkaballapur,Rainfed,3.28,30393,Crop Loan
Maize,Chikkaballapur,Rainfed,3.13,22610,Crop Loan
Silk,Chikkaballapur,Dryland,2.65,59785,Agricultural Term Loan
Mango,Chikkaballapur,Black cotton soil land,3.55,35823,Organic Farming Loan
Silk,Chikkaballapur,Irrigated,1.91,64901,Agricultural Term Loan
Silk,Chikkaballapur,Dryland,2.63,73222,NABARD Loan
Maize,Chikkaballapur,Rainfed,2.46,26408,Crop Loan
Maize,Chikkaballapur,Rainfed,2.1,25722,Crop Loan
Maize,Chikkaballapur,Dryland,2.6,29718,Farm Mechanization Loan
Silk,Chikkaballapur,Dryland,1.92,71846,Agricultural Term Loan
Silk,Chikkaballapur,Irrigated,2.85,62611,Sericulture Loan
Silk,Chikkaballapur,Dryland,1.97,50364,Sericulture Loan
Silk,Chikkaballapur,Dryland,2.28,65795,Sericulture Loan
Silk,Chikkaballapur,Dryland,2.68,51796,Agricultural Term Loan
Silk,Chikkaballapur,Dryland,1.29,57013,Sericulture Loan
Groundnut,Chikkaballapur,Dryland,3.59,30590,Organic Farming Loan
Silk,Chikkaballapur,Irrigated,2.25,65870,Sericulture Loan
Silk,Chikkaballapur,Dryland,1.15,59393,Sericulture Loan
Silk,Chikkaballapur,Dryland,1.92,71846,Agricultural Term Loan
Groundnut,Chikkaballapur,Dryland,4.64,27003,Organic Farming Loan
Silk,Chikkaballapur,Irrigated,2.65,57743,Sericulture Loan
Mango,Chikkaballapur,Black cotton soil land,1.38,41205,Horticulture Loan
Silk,Chikkaballapur,Dryland,1.1,52168,Agricultural Term Loan
Groundnut,Chikkaballapur,Black cotton soil land,2.51,23295,Crop Loan
Silk,Chikkaballapur,Dryland,1.79,63563,Sericulture Loan
Silk,Chikkaballapur,Dryland,2.64,71641,Sericulture Loan
Silk,Chikkaballapur,Irrigated,1.35,68415,Sericulture Loan
Mango,Chikkaballapur,Black cotton soil land,1.95,39874,Organic Farming Loan
Maize,Chikkaballapur,Rainfed,4.52,27854,Crop Loan
Mango,Chikkaballapur,Dryland,1.52,47137,Organic Farming Loan
Mango,Chikkaballapur,Black cotton soil land,2.12,56254,Organic Farming Loan
Maize,Chikkaballapur,Rainfed,2.32,27451,Crop Loan
Groundnut,Chikkaballapur,Black cotton soil land,3.22,23086,Crop Loan
Groundnut,Chikkaballapur,Black cotton soil land,3.35,21760,Crop Loan
Maize,Chikkaballapur,Rainfed,2.97,31431,Farm Mechanization Loan
Silk,Chikkaballapur,Irrigated,1.18,50327,Sericulture Loan
Silk,Chikkaballapur,Irrigated,1.27,51671,Sericulture Loan
Silk,Chikkaballapur,Irrigated,2.64,59583,Agricultural Term Loan
Groundnut,Chikkaballapur,Black cotton soil land,3.53,22919,Organic Farming Loan
Maize,Chikkaballapur,Rainfed,3.86,34010,Farm Mechanization Loan
Silk,Chikkaballapur,Irrigated,1.44,73809,Agricultural Term Loan
Groundnut,Chikkaballapur,Dryland,2.07,26473,Organic Farming Loan
Silk,Chikkaballapur,Irrigated,1.35,68415,Sericulture Loan
Groundnut,Chikkaballapur,Dryland,4.78,24648,Crop Loan
Maize,Chikkaballapur,Rainfed,3.86,34010,Farm Mechanization Loan
Maize,Chikkaballapur,Dryland,3.37,31840,Farm Mechanization Loan
Silk,Chikkaballapur,Irrigated,1.65,59383,Sericulture Loan
Groundnut,Chikkaballapur,Black cotton soil land,2.37,29654,Organic Farming Loan
Silk,Chikkaballapur,Dryland,2.9,61788,Sericulture Loan
Groundnut,Chikkaballapur,Black cotton soil land,4.93,29502,Crop Loan
Silk,Chikkaballapur,Irrigated,1.91,64901,Agricultural Term Loan
Silk,Chikkaballapur,Dryland,1.32,69824,NABARD Loan
Mango,Chikkaballapur,Black cotton soil land,1.89,41104,Organic Farming Loan
Silk,Chikkaballapur,Irrigated,1.04,61303,NABARD Loan
Silk,Chikkaballapur,Dryland,1.93,68685,NABARD Loan
Silk,Chikkaballapur,Irrigated,1.91,64901,Agricultural Term Loan
Maize,Chikkaballapur,Dryland,4.6,27548,Farm Mechanization Loan
Groundnut,Chikkaballapur,Dryland,3.53,28164,Organic Farming Loan
Silk,Chikkaballapur,Dryland,2.87,73739,NABARD Loan
Silk,Chikkaballapur,Dryland,1.41,72788,Sericulture Loan
Silk,Chikkaballapur,Dryland,2.54,56778,NABARD Loan
Silk,Chikkaballapur,Dryland,1.1,52168,Agricultural Term Loan
Groundnut,Chikkaballapur,Dryland,3.36,23990,Organic Farming Loan
Mango,Chikkaballapur,Black cotton soil land,3.66,42751,Horticulture Loan
Silk,Chikkaballapur,Dryland,1.1,52168,Agricultural Term Loan
Mango,Chikkaballapur,Black cotton soil land,1.33,42848,Organic Farming Loan
Mango,Chikkaballapur,Dryland,3.35,46532,Horticulture Loan
Maize,Chikkaballapur,Dryland,2.17,23584,Farm Mechanization Loan
Mango,Chikkaballapur,Black cotton soil land,3.22,43982,Horticulture Loan
Groundnut,Chikkaballapur,Dryland,4.47,25096,Organic Farming Loan
Maize,Chikkaballapur,Dryland,3.16,23501,Farm Mechanization Loan
Groundnut,Chikkaballapur,Dryland,3.84,28382,Organic Farming Loan
Mango,Chikkaballapur,Dryland,1.88,56628,Organic Farming Loan
Mango,Chikkaballapur,Dryland,3.63,45206,Horticulture Loan
Silk,Chikkaballapur,Irrigated,1.25,52200,Sericulture Loan
Silk,Chikkaballapur,Dryland,2.85,71627,Sericulture Loan
Silk,Chikkaballapur,Dryland,1.13,67498,NABARD Loan
Silk,Chikkaballapur,Dryland,1.96,67951,Sericulture Loan
Mango,Chikkaballapur,Black cotton soil land,1.26,46736,Horticulture Loan
Mango,Chikkaballapur,Dryland,1.02,45577,Horticulture Loan
Silk,Chikkaballapur,Irrigated,2.57,62271,Sericulture Loan
Silk,Chikkaballapur,Dryland,2.39,65335,NABARD Loan
Silk,Chikkaballapur,Dryland,2.76,59155,NABARD Loan
Silk,Chikkaballapur,Irrigated,2.26,70915,Sericulture Loan
Silk,Chikkaballapur,Irrigated,1.96,61879,Sericulture Loan
Silk,Chikkaballapur,Dryland,2.49,55379,Sericulture Loan
Silk,Chikkaballapur,Irrigated,2.82,66910,Sericulture Loan
Mango,Chikkaballapur,Dryland,3.94,36618,Organic Farming Loan
Maize,Chikkaballapur,Rainfed,4.44,30761,Farm Mechanization Loan
Silk,Chikkaballapur,Irrigated,2.26,70915,Sericulture Loan
Maize,Chikkaballapur,Dryland,4.82,20070,Crop Loan
Mango,Chikkaballapur,Dryland,2.12,35023,Horticulture Loan
Silk,Chikkaballapur,Dryland,2.39,52633,Sericulture Loan
Silk,Chikkaballapur,Irrigated,1.96,61879,Sericulture Loan
Silk,Chikkaballapur,Dryland,2.9,61788,Sericulture Loan
Maize,Chikkaballapur,Dryland,4.43,27193,Farm Mechanization Loan
Silk,Chikkaballapur,Dryland,1.64,59313,Sericulture Loan
Mango,Chikkaballapur,Dryland,3.14,41008,Horticulture Loan
Mango,Chikkaballapur,Dryland,1.3,35777,Horticulture Loan
Silk,Chikkaballapur,Dryland,2.63,73222,NABARD Loan
Silk,Chikkaballapur,Irrigated,1.9,51974,Sericulture Loan
Silk,Chikkaballapur,Irrigated,1.51,74053,NABARD Loan
Silk,Chikkaballapur,Dryland,1.69,70036,NABARD Loan
Mango,Chikkaballapur,Black cotton soil land,3.1,40598,Horticulture Loan
Silk,Chikkaballapur,Irrigated,2.85,62611,Sericulture Loan
Maize,Chikkaballapur,Dryland,4.03,30818,Farm Mechanization Loan
Maize,Chikkaballapur,Rainfed,2.97,31431,Farm Mechanization Loan
Silk,Chikkaballapur,Irrigated,2.57,62271,Sericulture Loan
Mango,Chikkaballapur,Black cotton soil land,1.57,43084,Organic Farming Loan
Silk,Chikkaballapur,Irrigated,2.41,53491,Sericulture Loan
Groundnut,Chikkaballapur,Black cotton soil land,4.35,28325,Organic Farming Loan
Maize,Chikkaballapur,Dryland,4.47,33487,Farm Mechanization Loan
Maize,Chikkaballapur,Dryland,2.04,20311,Farm Mechanization Loan
Groundnut,Chikkaballapur,Black cotton soil land,2.31,33562,Crop Loan
Silk,Chikkaballapur,Dryland,2.31,64425,Agricultural Term Loan
Silk,Chikkaballapur,Dryland,1.99,61903,Sericulture Loan
Maize,Chikkaballapur,Rainfed,4.25,32222,Farm Mechanization Loan
Maize,Chikkaballapur,Rainfed,4.35,22591,Farm Mechanization Loan
Silk,Chikkaballapur,Dryland,1.59,58594,Sericulture Loan
Mango,Chikkaballapur,Dryland,2.76,49509,Horticulture Loan
Silk,Chikkaballapur,Dryland,1.73,58991,Sericulture Loan
Silk,Chikkaballapur,Irrigated,2.61,50070,Sericulture Loan
Maize,Chikkaballapur,Dryland,2.04,26633,Farm Mechanization Loan
Silk,Chikkaballapur,Dryland,1.03,66308,Sericulture Loan
Groundnut,Chikkaballapur,Black cotton soil land,3.43,21193,Crop Loan
Silk,Chikkaballapur,Irrigated,1.19,63313,Sericulture Loan
Silk,Chikkaballapur,Irrigated,2.42,73569,Sericulture Loan
Silk,Chikkaballapur,Dryland,2.09,66141,Sericulture Loan
Maize,Chikkaballapur,Rainfed,3.79,27002,Farm Mechanization Loan
Mango,Chikkaballapur,Dryland,3.54,37572,Organic Farming Loan
Maize,Chikkaballapur,Rainfed,3.71,30528,Crop Loan
Maize,Chikkaballapur,Rainfed,3.79,30446,Crop Loan
Silk,Chikkaballapur,Irrigated,2.15,62229,NABARD Loan
Silk,Chikkaballapur,Irrigated,2.26,70954,Sericulture Loan
Maize,Chikkaballapur,Dryland,3.7,31729,Crop Loan
Maize,Chikkaballapur,Dryland,4.26,31703,Farm Mechanization Loan
Groundnut,Chikkaballapur,Black cotton soil land,3.59,22979,Organic Farming Loan
Silk,Chikkaballapur,Dryland,2.86,65758,Agricultural Term Loan
Groundnut,Chikkaballapur,Dryland,2.4,30087,Organic Farming Loan
Maize,Chikkaballapur,Rainfed,4.74,30953,Crop Loan
Maize,Chikkaballapur,Rainfed,2.8,31763,Farm Mechanization Loan
Groundnut,Chikkaballapur,Dryland,3.73,33389,Crop Loan
Silk,Chikkaballapur,Irrigated,1.94,65682,Sericulture Loan
Silk,Chikkaballapur,Dryland,1.13,67498,NABARD Loan
Silk,Chikkaballapur,Dryland,1.13,67498,NABARD Loan
Silk,Chikkaballapur,Dryland,1.41,72788,Sericulture Loan
Silk,Chikkaballapur,Dryland,2.58,52079,Sericulture Loan
Silk,Chikkaballapur,Irrigated,1.11,58354,Agricultural Term Loan
Silk,Chikkaballapur,Irrigated,1.48,58836,Agricultural Term Loan
Groundnut,Chikkaballapur,Dryland,3.46,26447,Crop Loan
Maize,Chikkaballapur,Rainfed,4.52,32384,Crop Loan
Silk,Chikkaballapur,Dryland,1.05,71033,Agricultural Term Loan
Silk,Chikkaballapur,Irrigated,2.32,73038,NABARD Loan
Mango,Chikkaballapur,Dryland,1.3,58191,Horticulture Loan
Silk,Chikkaballapur,Dryland,1.99,61903,Sericulture Loan
Groundnut,Chikkaballapur,Dryland,4.18,26246,Crop Loan
Mango,Chikkaballapur,Dryland,1.82,47865,Horticulture Loan
Silk,Chikkaballapur,Dryland,1.76,62648,Agricultural Term Loan
Maize,Chikkaballapur,Dryland,2.53,25329,Farm Mechanization Loan
Silk,Chikkaballapur,Dryland,1.03,66308,Sericulture Loan
Mango,Chikkaballapur,Black cotton soil land,3.15,44947,Horticulture Loan
Silk,Chikkaballapur,Irrigated,2.94,53425,Sericulture Loan
Maize,Chikkaballapur,Rainfed,3.76,20792,Farm Mechanization Loan
Silk,Chikkaballapur,Irrigated,2.26,70915,Sericulture Loan
Mango,Chikkaballapur,Dryland,3.53,56166,Organic Farming Loan
Silk,Chikkaballapur,Dryland,2.58,52079,Sericulture Loan
Maize,Chikkaballapur,Dryland,2.83,24739,Farm Mechanization Loan
Silk,Chikkaballapur,Irrigated,1.94,65682,Sericulture Loan
Maize,Chikkaballapur,Rainfed,3.49,32347,Farm Mechanization Loan
Maize,Chikkaballapur,Dryland,4.43,27193,Farm Mechanization Loan
Silk,Chikkaballapur,Irrigated,1.06,63343,NABARD Loan
Maize,Chikkaballapur,Rainfed,3.86,34010,Farm Mechanization Loan
Silk,Chikkaballapur,Irrigated,2.84,61672,Sericulture Loan
Silk,Chikkaballapur,Irrigated,1.64,70785,Sericulture Loan
Groundnut,Chikkaballapur,Black cotton soil land,2.09,31789,Organic Farming Loan
Silk,Chikkaballapur,Irrigated,1.17,61977,Agricultural Term Loan
Silk,Chikkaballapur,Irrigated,2.42,73569,Sericulture Loan
Silk,Chikkaballapur,Dryland,1.36,59097,Agricultural Term Loan
Groundnut,Chikkaballapur,Black cotton soil land,4.35,29020,Organic Farming Loan
Mango,Chikkaballapur,Dryland,3.67,55945,Horticulture Loan
Silk,Chikkaballapur,Irrigated,2.37,58284,Sericulture Loan
Groundnut,Chikkaballapur,Black cotton soil land,2.47,26502,Organic Farming Loan
Silk,Chikkaballapur,Dryland,2.49,55379,Sericulture Loan
Silk,Chikkaballapur,Irrigated,1.9,51974,Sericulture Loan
Mango,Chikkaballapur,Dryland,1.21,43294,Horticulture Loan
Silk,Chikkaballapur,Dryland,2.88,51897,Agricultural Term Loan
Maize,Chikkaballapur,Rainfed,4.36,30463,Farm Mechanization Loan
Tea,Chikkamagaluru,Wetland,1.06,79828,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.24,75731,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.46,79600,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.47,97810,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.41,89787,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.11,74297,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,2.43,89370,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.85,89928,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.27,75301,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.42,71830,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.59,89897,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.98,75234,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,2.35,78776,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.63,95206,NABARD Refinance Scheme
Coffee,Chikkamagaluru,Black cotton soil land,1.41,64994,NABARD Loan
Tea,Chikkamagaluru,Wetland,1.68,90120,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.7,80710,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,2.31,71067,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.37,83621,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.41,94191,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.96,79301,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.06,74310,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.78,72747,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.28,76430,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.39,75776,NABARD Refinance Scheme
Coffee,Chikkamagaluru,Black cotton soil land,0.59,63530,NABARD Loan
Coffee,Chikkamagaluru,Black cotton soil land,1.98,70630,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.12,82453,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.12,82453,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.1,72565,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.63,89338,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,2.03,85236,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.32,89766,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.01,89929,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.02,78805,NABARD Refinance Scheme
Coffee,Chikkamagaluru,Wetland,1.61,89967,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.13,94676,NABARD Refinance Scheme
Coffee,Chikkamagaluru,Wetland,1.48,74127,Horticulture Loan
Tea,Chikkamagaluru,Wetland,2.49,90167,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.27,98236,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.01,76918,Plantation Development Loan
Coffee,Chikkamagaluru,Black cotton soil land,0.66,71568,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.76,80446,Plantation Development Loan
Coffee,Chikkamagaluru,Wetland,1.79,73713,Horticulture Loan
Tea,Chikkamagaluru,Hill slope,2.27,96736,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.61,72146,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,2.43,93800,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.28,70784,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.03,90286,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.98,97415,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.73,96686,NABARD Refinance Scheme
Coffee,Chikkamagaluru,Wetland,1.07,73899,Horticulture Loan
Tea,Chikkamagaluru,Hill slope,2.41,74726,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.18,93976,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.96,77836,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.18,80391,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.89,77905,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.74,70458,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.65,80472,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,2.35,72294,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.97,81229,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.07,80009,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.1,70793,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,2.48,98445,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.25,97216,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.32,87583,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,2.44,98028,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,2.05,80101,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.58,98835,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.81,73712,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.11,96548,NABARD Refinance Scheme
Coffee,Chikkamagaluru,Black cotton soil land,0.83,72469,Horticulture Loan
Tea,Chikkamagaluru,Hill slope,1.18,93976,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.74,70458,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.28,99841,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.09,87665,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.33,79375,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.76,74304,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.78,96193,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.55,86260,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,1.05,72106,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,2.16,79461,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.06,99570,NABARD Refinance Scheme
Tea,Chikkamagaluru,Wetland,1.87,81395,Plantation Development Loan
Tea,Chikkamagaluru,Hill slope,2.46,86408,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,2.13,78355,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.32,70919,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.66,95493,Plantation Development Loan
Tea,Chikkamagaluru,Wetland,1.8,97815,NABARD Refinance Scheme
Tea,Chikkamagaluru,Hill slope,1.83,95222,Plantation Development Loan
