CropType,Location,LandType,LandSize,Income,LoanName
Coconut,Tumakuru,Coastal loamy,1.25,44756,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.92,43090,Plantation Loan
Coconut,Udupi,Coastal loamy,2.85,51775,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.92,55911,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.72,55118,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.54,54207,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.64,50248,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.74,48027,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.9,48018,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.89,41606,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.39,52331,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.71,42792,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.08,59040,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.78,56816,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.24,59543,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.73,51409,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.78,56816,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.04,47749,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.9,48018,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.44,55399,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.96,46672,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.05,42548,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.61,47271,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.52,50682,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.55,45469,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.18,46310,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.38,42147,Plantation Loan
Coconut,Udupi,Coastal loamy,2.75,41118,Plantation Loan
Coconut,Udupi,Coastal loamy,3.24,41186,Plantation Loan
Coconut,Udupi,Coastal loamy,2.45,44944,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.43,55932,Plantation Loan
Coconut,Udupi,Coastal loamy,2.16,54439,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.67,54050,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.92,41381,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.49,42041,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.54,40491,Plantation Loan
Coconut,Udupi,Coastal loamy,2.36,45577,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.39,52331,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.75,41118,Plantation Loan
Coconut,Udupi,Coastal loamy,2.18,47586,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.73,46262,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.04,51204,Plantation Loan
Coconut,Udupi,Coastal loamy,2.32,53919,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.35,43021,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.24,41186,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.95,56846,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.55,47410,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.6,45906,Plantation Loan
Coconut,Udupi,Coastal loamy,3.06,49840,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.73,50983,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.13,46450,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.28,49539,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.92,43090,Plantation Loan
Coconut,Udupi,Coastal loamy,3.92,50312,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.95,49354,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.92,41381,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.74,56086,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.39,53838,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.94,44256,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.49,44772,Plantation Loan
Coconut,Udupi,Coastal loamy,3.68,46084,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.62,42609,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.9,48018,Plantation Loan
Coconut,Udupi,Coastal loamy,2.85,51775,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.61,47271,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.97,44612,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.27,41761,Plantation Loan
Coconut,Udupi,Coastal loamy,1.94,50617,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.66,58762,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.52,41221,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.01,54349,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.36,54973,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.81,59523,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.6,45906,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.9,40138,Plantation Loan
Coconut,Udupi,Coastal loamy,3.96,42912,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.64,47184,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.33,44869,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.69,49476,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.34,56133,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.37,53127,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.57,56057,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.85,41125,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.94,52487,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.09,43168,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.84,56504,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.6,49618,Plantation Loan
Coconut,Udupi,Coastal loamy,3.7,52328,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.83,47931,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.72,53577,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.93,43230,Plantation Loan
Coconut,Udupi,Coastal loamy,3.46,59379,Plantation Loan
Coconut,Udupi,Coastal loamy,1.94,50617,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.71,44045,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.65,56799,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.52,50682,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.56,50605,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.45,52296,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.17,47124,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.97,44612,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.54,49070,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.5,56197,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.04,47749,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.33,44869,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.84,55829,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.45,47719,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.5,48955,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.58,54343,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.22,53964,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.14,58843,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.65,41811,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.75,46155,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.39,41492,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.84,58189,Plantation Loan
Coconut,Udupi,Coastal loamy,3.17,47124,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.04,51204,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.63,49091,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.71,42792,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.26,59296,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.18,59614,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.05,47454,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.5,58235,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.38,58485,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.92,49336,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.8,46514,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.38,58485,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.49,42041,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.1,52766,Plantation Loan
Coconut,Udupi,Coastal loamy,2.62,43067,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.43,41238,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.49,54096,Plantation Loan
Coconut,Udupi,Coastal loamy,2.46,41353,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.19,58215,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.11,41360,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.42,45093,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.18,53366,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.33,45114,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.39,49099,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.88,48075,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.96,59960,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.14,47909,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.41,45894,Plantation Loan
Coconut,Udupi,Coastal loamy,2.8,46514,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.45,58380,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.83,50038,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.62,52046,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.13,56840,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.54,49070,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.57,41624,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.35,55668,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.95,49354,Plantation Loan
Coconut,Udupi,Coastal loamy,1.07,50368,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.67,48578,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.35,50166,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.71,46118,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.44,48746,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.52,46659,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.45,59395,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.99,49341,Plantation Loan
Coconut,Udupi,Coastal loamy,3.74,49373,Plantation Loan
Coconut,Udupi,Coastal loamy,2.32,52968,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.38,58485,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.21,52622,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.94,50292,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.15,44018,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.23,53563,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.94,50617,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.39,52331,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.78,56816,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.95,49354,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.6,49618,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.45,58380,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.33,53533,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.36,54973,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.93,59718,Plantation Loan
Coconut,Udupi,Coastal loamy,2.8,46514,Plantation Loan
Coconut,Udupi,Coastal loamy,2.62,43067,Plantation Loan
Coconut,Udupi,Coastal loamy,3.99,43943,Plantation Loan
Coconut,Udupi,Coastal loamy,3.18,59614,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.35,43021,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.18,53366,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.58,48383,Plantation Loan
Coconut,Udupi,Coastal loamy,1.49,58117,Plantation Loan
Coconut,Udupi,Coastal loamy,2.35,46128,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.74,56086,Plantation Loan
Coconut,Udupi,Coastal loamy,1.04,53565,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.27,49605,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.8,53595,Plantation Loan
Coconut,Udupi,Coastal loamy,3.86,40931,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.52,43791,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.62,52046,Plantation Loan
Coconut,Udupi,Coastal loamy,2.48,59754,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.22,53964,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.98,58392,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.67,54050,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.54,49070,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.96,42912,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.88,53182,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.77,50037,Plantation Loan
Coconut,Udupi,Coastal loamy,2.55,47864,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.94,50292,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.96,59960,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.7,51454,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.98,50028,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.2,46862,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.08,48579,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.04,47749,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.16,51059,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.61,48373,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.1,52766,Plantation Loan
Coconut,Udupi,Coastal loamy,2.84,51008,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.17,40899,Plantation Loan
Coconut,Udupi,Coastal loamy,1.65,41811,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.37,53127,Plantation Loan
Coconut,Udupi,Coastal loamy,2.51,44933,Plantation Loan
Coconut,Udupi,Coastal loamy,2.86,57713,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.3,44992,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.36,54973,Plantation Loan
Coconut,Udupi,Coastal loamy,2.87,57389,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.43,57736,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.07,48961,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.31,51067,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.74,56086,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.33,59738,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.24,43848,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.46,53191,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.39,53838,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.46,52143,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.78,56816,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.85,45314,Plantation Loan
Coconut,Udupi,Coastal loamy,3.4,49731,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.16,51059,Plantation Loan
Coconut,Udupi,Coastal loamy,3.99,50840,Plantation Loan
Coconut,Udupi,Coastal loamy,3.96,42912,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.15,51558,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.88,53182,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.15,52448,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.8,53595,Plantation Loan
Coconut,Udupi,Coastal loamy,2.28,53740,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.19,58215,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.62,40754,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.1,52766,Plantation Loan
Coconut,Udupi,Coastal loamy,1.01,45341,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.13,56840,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.43,41238,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.06,49840,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.2,46862,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.45,59395,Plantation Loan
Coconut,Udupi,Coastal loamy,2.14,53421,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.55,55131,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.71,42792,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.15,53062,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.41,43211,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.15,57005,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.9,47302,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.7,51454,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.5,48955,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.84,58189,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.49,48933,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.14,47909,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.39,41492,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.9,40138,Plantation Loan
Coconut,Udupi,Coastal loamy,2.84,51008,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.75,48762,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.96,48162,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.19,44960,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.59,46719,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.51,44588,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.44,48746,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.92,46619,Plantation Loan
Coconut,Udupi,Coastal loamy,2.32,52968,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.04,47749,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.04,51204,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.23,53563,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.02,47703,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.04,47749,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.3,51808,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.32,53919,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.43,55418,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.64,47184,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.69,45199,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.57,48929,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.74,44186,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.92,43090,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.09,43168,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.69,49476,Plantation Loan
Coconut,Udupi,Coastal loamy,3.32,40122,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.21,41528,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.94,52487,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.95,56846,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.26,50297,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.51,55318,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.87,52144,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.97,44612,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.74,49373,Plantation Loan
Coconut,Udupi,Coastal loamy,3.96,42912,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.49,59786,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.62,40754,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.92,58791,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.43,55418,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.01,42684,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.04,46307,Plantation Loan
Coconut,Udupi,Coastal loamy,3.06,49840,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.46,41353,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.49,58117,Plantation Loan
Coconut,Udupi,Coastal loamy,2.16,54439,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.39,53838,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.77,43548,Plantation Loan
Coconut,Udupi,Coastal loamy,3.68,46084,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.83,50038,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.95,56846,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,1.62,52908,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.18,47586,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.5,52499,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.44,48746,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.44,55399,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.67,54050,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.41,43211,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.12,40573,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.18,55049,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.18,55049,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.42,45093,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.92,49336,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.23,49293,Plantation Loan
Coconut,Udupi,Coastal loamy,2.56,50605,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.44,56418,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.57,41624,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.05,42548,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.65,53586,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.76,57511,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.93,59718,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.49,42041,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,3.98,44667,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.5,58235,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.53,42462,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.97,58273,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.15,44018,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.15,51558,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.58,58069,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.55,47410,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.13,43520,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,1.18,55049,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.18,47586,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.33,53533,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.15,44018,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.55,47410,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.84,51008,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.64,50248,Plantation Loan
Coconut,Udupi,Coastal loamy,1.28,46467,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,3.11,47972,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,3.01,54349,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.41,43211,Plantation Loan
Coconut,Tumakuru,Coastal loamy,3.44,56418,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.59,46719,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.87,57389,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.97,58273,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,3.01,42684,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.53,54620,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,2.09,43168,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,1.9,47302,Plantation Loan
Coconut,Dakshina Kannada,Coastal loamy,2.43,41238,Agri Infrastructure Loan
Coconut,Dakshina Kannada,Coastal loamy,1.81,59523,Agri Infrastructure Loan
Coconut,Tumakuru,Coastal loamy,2.04,46307,Plantation Loan
Coconut,Tumakuru,Coastal loamy,2.5,58235,Plantation Loan
Coconut,Tumakuru,Coastal loamy,1.7,51454,Agri Infrastructure Loan
Coconut,Udupi,Coastal loamy,2.46,52143,Plantation Loan
